Last,Style,Name,Leather,Color,Outsole,Welt
Barrie,Long Wing Blucher,,Shell Cordovan,Color 8,Double Leather,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,975AC,Shell Cordovan,Color 8,Commando,360 Storm Welt
Barrie,Long Wing Blucher,,Suede,Snuff,Single Leather,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Lady Calf,Loden Green,Double Leather,360 Flat Welt
Barrie,Medallion Tip Blucher,,(no data),Burgundy,Commando,360 Flat Welt
Plaza,Perforated Straight Tip Blucher,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,,Country Calf,Tan,Single Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,,Calfskin,Tan,Single Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,,Alpine Grain,Brown,(no data),(no data)
Plaza,Medallion Tip Blucher,,Chromexcel,Navy,Single Leather,270 Flat Welt
Barrie,Long Wing Blucher,,Chromexcel,Natural,(no data),(no data)
Aberdeen,Short Wing Tip Blucher,,Suede,Humus,Single Leather,(no data)
Barrie,Long Wing Blucher,,Shell Cordovan,Black,Commando,360 Pre-Stitched Reverse
Aberdeen,Norwegian Front Blucher,,Shell Cordovan,Color 8,Double Leather,270 Flat Welt
Barrie,Split Toe Blucher,,Chromexcel,Brown,Lug,360 Pre-Stitched Reverse
Barrie,Mocc Toe Blucher,J Crew Derosa Item L2620,Suede,Tan,Double Leather,270 Storm Welt
Barrie,Mocc Toe Blucher,J Crew Derosa Item L2620,Suede,Navy,Double Leather,270 Storm Welt
Van,Ranger Mocc,,Alpine Grain,Brown,Double Leather,270 Storm Welt
Plaza,Norwegian Front Blucher,,Scotch Grain,Brown,Single Leather,360 Flat Welt
Barrie,Saddle,,Calfskin,White / Navy,Single Leather,270 Flat Welt
Aberdeen,Saddle,,Calfskin / Calfskin,White / Tan,Single Leather,(no data)
(no data),Split Toe Blucher,,Suede,Sand,Lug,(no data)
Plaza,Saddle,,Shell Cordovan / Pebble Grain,Color 8 / Tan,Single Leather,360 Flat Welt
Barrie,Wholecut,Need Supply Cary St,Alpine Grain,Black,Commando,360 Pre-Stitched Reverse
Tremont,Wing Tip Bal,,Suede,Snuff,Single Leather,(no data)
Tremont,Wing Tip Bal,,Scotch Grain,Brown,Single Leather,360 Flat Welt
Tremont,Wing Tip Bal,,Reverse Chamois,Hunting Green,Double Leather,360 Flat Welt
Plaza,Saddle,Alden of Carmel AOC-37,Chamois / Reverse Chamois,Tobacco,Double Leather,360 Flat Welt
Plaza,Saddle,AOC-38,Country Calf,Tan,Double Leather,360 Flat Welt
Plaza,Saddle,Alden of Carmel AOC-32,Alpine Grain / Scotch Grain,Brown,Single Leather,360 Flat Welt
Plaza,Saddle,,Shell Cordovan,Color 8,Double Leather,360 Flat Welt
Barrie,Saddle,,Shell Cordovan / Alpine Grain,Color 8 / Brown,Double Leather,360 Flat Welt
(no data),Plain Toe Dover,,Calfskin,Dark Brown,(no data),(no data)
Barrie,Plain Toe Blucher,Brick + Mortar 990AC LS0029,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
Barrie,Plain Toe Dover,,Shell Cordovan,Color 8,Single Leather,360 Flat Welt
Plaza,Plain Toe Dover,,Suede,Snuff,Single Leather,270 Flat Welt
Barrie,Plain Toe Dover,,Shell Cordovan,Black,Commando,360 Pre-Stitched Reverse
Barrie,Plain Toe Dover,Need Supply Davis,Suede,Snuff,Wedge,360 Flat Welt
Barrie,Plain Toe Blucher,Need Supply Colonial PTB,Suede,Milkshake,Wedge,360 Flat Welt
Barrie,Monk Strap,,Alpine Grain,Black,Commando,360 Pre-Stitched Reverse
Barrie,Plain Toe Dover,,Shell Cordovan,Black,Single Leather,360 Flat Welt
Grant,Plain Toe Dover,,Shell Cordovan,Color 8,Commando,(no data)
Barrie,Plain Toe Blucher,,Shell Cordovan,Black,Double Leather,360 Pre-Stitched Reverse
Hampton,Plain Toe Dover,,Shell Cordovan,Whiskey,Single Leather,270 Flat Welt
Barrie,Plain Toe Blucher,,Calfskin,Dark Brown,Double Leather,360 Pre-Stitched Reverse
Plaza,Monk Strap,,Kid Suede,Black,Single Leather,270 Flat Welt
Plaza,Monk Strap,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Plaza,Monk Strap,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Barrie,Long Wing Blucher,,Reverse Chamois,Tobacco,Commando,360 Pre-Stitched Reverse
Aberdeen,Short Wing Tip Blucher,,Country Calf,Tan,Single Leather,270 Flat Welt
Plaza,Short Wing Tip Blucher,Brick + Mortar LS0032,Shell Cordovan,Color 8,Double Leather,270 Flat Welt
Barrie,Medallion Tip Blucher,,Shell Cordovan,Black,Double Leather,(no data)
Barrie,Medallion Tip Blucher,Bryant De Rosa,Shell Cordovan,Color 8,Commando,360 Flat Welt
Barrie,Long Wing Blucher,,Regina Grain,Black,Commando,360 Pre-Stitched Reverse
Plaza,Medallion Tip Blucher,,Shell Cordovan,Color 8,Commando,360 Flat Welt
Barrie,Long Wing Blucher,,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Scotch Grain,Black,Double Leather,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Regina Grain,Dark Brown,Commando,270 Storm Welt
Barrie,Perforated Straight Tip Blucher,,Suede,Snuff,Single Leather,270 Flat Welt
Modified,Long Wing Blucher,,Calfskin,Dark Brown,Single Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,AOC-55 Atom Blucher,Shell Cordovan,Color 8,Heavy Single Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,,Shell Cordovan,Black,Double Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,Ealdwine Atom Blucher,Chromexcel,Natural,Double Leather,360 Flat Welt
Plaza,Medallion Tip Blucher,,Suede,Hunting Green,Single Leather,270 Flat Welt
Plaza,Norwegian Front Blucher,,Regina Grain,Dark Brown,Single Leather,360 Flat Welt
Barrie,Saddle,,Shell Cordovan,Whiskey,Double Leather,360 Storm Welt
Barrie,Norwegian Front Blucher,,Shell Cordovan,Color 8,Commando,360 Flat Welt
Aberdeen,Saddle,Alden of Carmel AOC-25,Alpine Grain / Shell Cordovan,Brown / Color 8,Double Leather,270 Flat Welt
Aberdeen,Saddle,AOC-24,Calfskin / Shell Cordovan,Tan / Color 8,Single Leather,270 Flat Welt
Barrie,Saddle,,Scotch Grain / Calfskin,Brown / Tan,Single Leather,270 Flat Welt
TruBalance,Mocc Toe Blucher,Snake Oil Provisions Temple,Suede,Snuff,Wedge,360 Pre-Stitched Reverse
Barrie,V-Tip Blucher,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Aberdeen,Mocc Toe Blucher,,Shell Cordovan,Whiskey,Single Leather,270 Flat Welt
(no data),,,(no data),(no data),(no data),(no data)
Barrie,V-Tip Blucher,,Shell Cordovan,Color 8,Double Leather,360 Pre-Stitched Reverse
Barrie,V-Tip Blucher,,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
Plaza,Wholecut,Brick + Mortar LS0034,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Barrie,Norwegian Front Blucher,,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
Tremont,Plain Toe Dover,,Shell Cordovan,Color 8,Single Leather,360 Flat Welt
Barrie,Plain Toe Dover,J Crew Item H7947,Regina Grain,Dark Brown,Single Leather,360 Pre-Stitched Reverse
Barrie,Plain Toe Blucher,,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
Plaza,Short Wing Tip Blucher,Brogue B010,Shell Cordovan,Color 8,Double Leather,360 Flat Welt
Plaza,Medallion Tip Blucher,,Calfskin,Dark Brown,Single Leather,270 Flat Welt
Barrie,Long Wing Blucher,,Suede,Navy,Double Leather,360 Pre-Stitched Reverse
Plaza,Perforated Straight Tip Blucher,Alden of Carmel AOC-62,Suede,Snuff,Single Leather,270 Flat Welt
Plaza,Perforated Straight Tip Blucher,Brick + Mortar LS0005,Suede,Snuff,Single Leather,270 Flat Welt
Plaza,Perforated Straight Tip Blucher,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Barrie,Long Wing Blucher,,Regina Grain,Black,Commando,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Suede,Tan,Double Leather,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Chamois,Earth,Commando,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Suede,Snuff,Commando,360 Pre-Stitched Reverse
Plaza,Medallion Tip Blucher,Brogue Thesis Derby,Suede,Snuff,Single Leather,270 Flat Welt
Barrie,Long Wing Blucher,,Suede,Milkshake,Double Leather,360 Pre-Stitched Reverse
Plaza,Norwegian Front Blucher,,Shell Cordovan,Mahogany,Double Leather,270 Storm Welt
Barrie,Mocc Toe Blucher,City Mocc,Suede,Snuff,Double Leather,360 Flat Welt
Barrie,Saddle,Alden of Carmel AOC-66,Shell Cordovan,Color 8,Double Leather,360 Storm Welt
Barrie,Norwegian Front Blucher,,Shell Cordovan,Color 8,Double Leather,270 Flat Welt
Aberdeen,Mocc Toe Blucher,,Shell Cordovan,Color 8,Commando,270 Flat Welt
Barrie,Norwegian Front Blucher,Alden of Carmel AOC-77,Shell Cordovan,Color 8,Double Leather,360 Pre-Stitched Reverse
Barrie,V-Tip Blucher,,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
Barrie,Saddle,,Suede,Chocolate,Commando,360 Pre-Stitched Reverse
Barrie,Mocc Toe Blucher,,Alpine Grain,Brown,Single Leather,270 Flat Welt
Barrie,V-Tip Blucher,,Suede,Hunting Green,Single Leather,360 Pre-Stitched Reverse
Plaza,Norwegian Front Blucher,,Suede,Snuff,(no data),(no data)
Barrie,V-Tip Blucher,AOC-87,Shell Cordovan,Black,Commando,270 Storm Welt
Barrie,Saddle,,Shell Cordovan,Black,Double Leather,360 Pre-Stitched Reverse
Barrie,V-Tip Blucher,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Barrie,Saddle,,Shell Cordovan / Alpine Grain,Color 8 / Brown,Double Leather,360 Flat Welt
Barrie,Saddle,,Shell Cordovan,Color 8 / Black,Commando,360 Pre-Stitched Reverse
Plaza,Plain Toe Blucher,Alden of Carmel AOC-95,Alpine Grain,Brown,Commando,270 Flat Welt
Plaza,Plain Toe Dover,AOC-96,Shell Cordovan,Color 8,Commando,270 Flat Welt
Barrie,Plain Toe Blucher,Unionmade Ames Blucher,Suede,Snuff,Wedge,360 Flat Welt
Barrie,Long Wing Blucher,,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
379X,Mocc Toe Blucher,,Chromexcel,Brown,Wedge,360 Flat Welt
Barrie,Short Wing Tip Blucher,Brogue B038,Reverse Chamois,Hunting Green,Double Leather,360 Pre-Stitched Reverse
Hampton,Monk Strap,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Barrie,Straight Tip Blucher,DeRosa Captoe,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
Hampton,Short Wing Tip Blucher,,Shell Cordovan,Ravello,Double Leather,270 Flat Welt
Modified,Straight Tip Blucher,,Chromexcel,Brown,Rubber,270 Flat Welt
Plaza,Monk Strap,,Alpine Grain,Burnished Tan,Single Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,Ealdwine Atom Blucher,Shell Cordovan,Color 8,Commando,270 Storm Welt
Plaza,Medallion Tip Blucher,,Shell Cordovan,Color 8,Commando,270 Storm Welt
Barrie,Long Wing Blucher,,Suede,Hunting Green,Commando,360 Pre-Stitched Reverse
Van,Monk Strap,David Wood Custom House Monk,Scotch Grain,Brown,Commando,270 Flat Welt
Barrie,Split Toe Blucher,,Calfskin,Burgundy,(no data),(no data)
TruBalance,Mocc Toe Blucher,,Chromexcel,Brown,Commando,270 Flat Welt
Plaza,Monk Strap,,Calfskin,Cognac,Commando,270 Flat Welt
Plaza,Monk Strap,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
Van,Ranger Mocc,,Reverse Chamois,Hunting Green,Wedge,360 Flat Welt
Leydon,Split Toe Blucher,Alden x Brogue Moc Walker Blucher,Reverse Chamois,Tobacco,Plantation Crepe,360 Pre-Stitched Reverse
Hampton,Straight Tip Bal,,Regina Grain,Black,Single Leather,270 Flat Welt
Hampton,Perforated Straight Tip Bal,,Suede,Chocolate,Single Leather,270 Flat Welt
(no data),Monk Strap,,(no data),(no data),(no data),(no data)
Barrie,Plain Toe Blucher,,Shell Cordovan,Black,Commando,360 Pre-Stitched Reverse
Grant,Short Wing Tip Blucher,,Scotch Grain,Black,Single Leather,270 Flat Welt
Hampton,Medallion Tip Blucher,The Martin by Ealdwine,Alpine Grain,Brown,Commando,360 Pre-Stitched Reverse
Plaza,Straight Tip Blucher,Brick + Mortar LS0066,Shell Cordovan,Black,Single Leather,270 Flat Welt
Barrie,Short Wing Tip Blucher,,Calfskin,Cognac,Commando,360 Pre-Stitched Reverse
Plaza,Perforated Straight Tip Blucher,,Shell Cordovan,Color 8,Single Leather,360 Flat Welt
Plaza,Medallion Tip Blucher,,Scotch Grain,Brown,Single Leather,270 Flat Welt
Plaza,Medallion Tip Blucher,Brogue ELVIS Blue Suede Shoes,Suede,Navy,Single Leather,360 Flat Welt
Barrie,Straight Tip Blucher,Ten to One DeRosa,Calfskin,Brown,Commando,360 Pre-Stitched Reverse
Van,Ranger Mocc,,Suede,Tan,Red Brick,360 Flat Welt
Plaza,Mocc Toe Blucher,,Shell Cordovan,Black,Double Leather,270 Flat Welt
Barrie,Split Toe Blucher,,Chromexcel,Natural,Wedge,360 Flat Welt
Modified,V-Tip Blucher,,Shell Cordovan,Whiskey,Single Leather,270 Flat Welt
Leydon,Split Toe Blucher,J Crew Item AN861,Suede,Humus,Double Leather,360 Pre-Stitched Reverse
Van,Ranger Mocc,J Crew Item AR517,Suede,Loden Green,Wedge,360 Pre-Stitched Reverse
Barrie,Plain Toe Dover,,Shell Cordovan,Color 8,Single Leather,360 Pre-Stitched Reverse
Barrie,Plain Toe Blucher,,Suede,Brown,Double Leather,360 Storm Welt
Classic,Boat,,Aniline,Brown,Rubber,(no data)
Classic,Boat,,Aniline,Tan,Rubber,(no data)
Classic,Boat,,Kudu,Dark Brown,Wedge,(no data)
Classic,Driver,,Calfskin,Black,Rubber,(no data)
Classic,Driver,,Suede,Milkshake,Rubber,(no data)
Classic,Driver,,Calfskin,Brown,Driver,(no data)
Classic,Mocc Oxford,,Chromexcel,Brown,Vibram,360 Flat Welt
Classic,Mocc Oxford,,Aniline,Tan,Vibram,(no data)
Classic,Mocc Oxford,,Aniline,Mahogany,Vibram,360 Storm Welt
Classic,Mocc Oxford,,Aniline,Black,Vibram,(no data)
Classic,Mocc Oxford,,Aniline,Dark Brown,Vibram,360 Storm Welt
Modified,Saddle,,Calfskin / Alpine Grain,Ivory,Single Leather,270 Flat Welt
Barrie,Plain Toe Dover,,Alpine Grain,Brown,Single Leather,360 Flat Welt
Barrie,Plain Toe Dover,,Suede,Snuff,Double Leather,360 Flat Welt
Barrie,Long Wing Blucher,,Suede,Snuff,Single Leather,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Suede,Tan,Double Leather,(no data)
(no data),V-Tip Blucher,,Calfskin,Black,Single Leather,270 Flat Welt
Copley,Medallion Tip Blucher,,Suede,Snuff,Plantation Crepe,360 Pre-Stitched Reverse
Barrie,Plain Toe Blucher,,Chromexcel,Natural,Plantation Crepe,360 Pre-Stitched Reverse
Barrie,Plain Toe Dover,,Calfskin,Black,Commando,270 Flat Welt
Barrie,Plain Toe Blucher,,Shell Cordovan,Color 8,Plantation Crepe,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Suede,Milkshake,Double Leather,360 Pre-Stitched Reverse
Barrie,Plain Toe Blucher,,Shell Cordovan,Color 8,Single Leather,360 Pre-Stitched Reverse
Barrie,Plain Toe Dover,,Shell Cordovan,Color 8,Single Leather,360 Pre-Stitched Reverse
Barrie,Plain Toe Blucher,,(no data),Brown,Commando,(no data)
Barrie,Plain Toe Blucher,,Suede,Dark Brown,Double Leather,360 Pre-Stitched Reverse
Copley,Straight Tip Blucher,,Shell Cordovan,Color 8,Single Leather,360 Flat Welt
Copley,Straight Tip Blucher,,Kid Suede,Mocha,Single Leather,360 Storm Welt
Modified,Mocc Toe Blucher,,Shell Cordovan,Color 8,Single Leather,270 Flat Welt
TruBalance,Mocc Toe Blucher,The Bureau Indy Work Shoe,Suede,Snuff,Wedge,360 Pre-Stitched Reverse
Barrie,Plain Toe Blucher,,Shell Cordovan,Mocha,Double Leather,360 Pre-Stitched Reverse
Aberdeen,Norwegian Front Blucher,,Calfskin,Walnut,Commando,360 Pre-Stitched Reverse
Barrie,Norwegian Front Blucher,,Shell Cordovan,Color 8,Commando,360 Pre-Stitched Reverse
(no data),Ranger Mocc,,(no data),(no data),(no data),(no data)
(no data),Long Wing Blucher,,(no data),(no data),(no data),(no data)
(no data),,,(no data),Black,(no data),(no data)
Barrie,Plain Toe Blucher,,Calfskin,Black,(no data),(no data)
Barrie,Wholecut,,Chromexcel,Black,Double Leather,270 Flat Welt
TruBalance,Plain Toe Dover,,Suede,Black,Single Leather,270 Flat Welt
Modified,V-Tip Blucher,,Calfskin,Tan,Single Leather,270 Flat Welt
Modified,Plain Toe Dover,,Shell Cordovan,Color 8,Single Leather,270 Storm Welt
(no data),Plain Toe Dover,,Suede,White,Wedge,360 Flat Welt
Barrie,Plain Toe Dover,,Buck,White,Single Leather,360 Pre-Stitched Reverse
Barrie,Plain Toe Blucher,,Chromexcel,Navy,Single Leather,360 Pre-Stitched Reverse
Barrie,Long Wing Blucher,,Shell Cordovan,Color 8,Plantation Crepe,360 Pre-Stitched Reverse
(no data),Long Wing Blucher,,(no data),(no data),(no data),(no data)
(no data),,,(no data),Black,(no data),(no data)
(no data),,,(no data),(no data),(no data),(no data)
Barrie,Long Wing Blucher,,Shell Cordovan,Color 8,Double Leather,360 Pre-Stitched Reverse
Modified,V-Tip Blucher,,Alpine Grain / Shell Cordovan,Brown / Color 8,Single Leather,270 Flat Welt
Barrie,Saddle,,Shell Cordovan,Black,Single Leather,270 Flat Welt
(no data),,,(no data),Black,(no data),(no data)
(no data),,,(no data),Black,(no data),(no data)
Modified,Long Wing Blucher,,Suede,Snuff,Single Leather,270 Flat Welt
Barrie,Plain Toe Blucher,,Patent,Black,Single Leather,360 Pre-Stitched Reverse
(no data),,,(no data),(no data),(no data),(no data)
Modified,Plain Toe Dover,,Calfskin,Brown,Single Leather,270 Flat Welt
(no data),Long Wing Blucher,,Shell Cordovan,(no data),Commando,(no data)
(no data),,Alden test models for 2013,(no data),(no data),(no data),(no data)
Modified,V-Tip Blucher,,Scotch Grain,Brown,Single Leather,(no data)
